id,item,geo,inception,country,countryLabel,long,lat
149,http://www.wikidata.org/entity/Q2540855,Point(-78.7551 35.7862),2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q30,,-78.7551,35.7862
150,http://www.wikidata.org/entity/Q1142586,Point(-83.045555555 42.34),2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q30,,-83.045555555,42.34
151,http://www.wikidata.org/entity/Q2197062,Point(95.323611 5.5225),1996-12-26T00:00:00Z,http://www.wikidata.org/entity/Q252,,95.323611,5.5225
152,http://www.wikidata.org/entity/Q3277745,Point(100.976389 13.364444),2010-01-01T00:00:00Z,http://www.wikidata.org/entity/Q869,,100.976389,13.364444
153,http://www.wikidata.org/entity/Q2016089,Point(107.529722 -6.996667),2003-04-01T00:00:00Z,http://www.wikidata.org/entity/Q252,,107.529722,-6.996667
154,http://www.wikidata.org/entity/Q2659832,Point(-54.401583 5.621239),2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q730,,-54.401583,5.621239
155,http://www.wikidata.org/entity/Q1339395,Point(5.996367 52.2081),2008-01-01T00:00:00Z,http://www.wikidata.org/entity/Q55,,5.996367,52.2081
156,http://www.wikidata.org/entity/Q3271671,Point(69.230561 41.321654),1998-01-01T00:00:00Z,http://www.wikidata.org/entity/Q265,,69.230561,41.321654
157,http://www.wikidata.org/entity/Q2741438,Point(74.331944 31.510833),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q843,,74.331944,31.510833
158,http://www.wikidata.org/entity/Q8048650,Point(129.032181 35.344681),2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q884,,129.032181,35.344681
159,http://www.wikidata.org/entity/Q7596368,Point(25.9811 44.5481),2011-09-06T00:00:00Z,http://www.wikidata.org/entity/Q218,,25.9811,44.5481
160,http://www.wikidata.org/entity/Q9296368,Point(-35.1801 -5.8894),2006-01-01T00:00:00Z,http://www.wikidata.org/entity/Q155,,-35.1801,-5.8894
161,http://www.wikidata.org/entity/Q7816465,Point(-96.608889 33.025556),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q30,,-96.608889,33.025556
162,http://www.wikidata.org/entity/Q11550058,Point(105.933 29.3457),2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q148,,105.933,29.3457
163,http://www.wikidata.org/entity/Q11374806,Point(135.584722222 35.016944444),2020-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17,,135.584722222,35.016944444
164,http://www.wikidata.org/entity/Q7879921,Point(129.266 35.532),2014-01-01T00:00:00Z,http://www.wikidata.org/entity/Q884,,129.266,35.532
165,http://www.wikidata.org/entity/Q7596488,Point(149.183889 -21.163611),2011-01-01T00:00:00Z,http://www.wikidata.org/entity/Q408,,149.183889,-21.163611
166,http://www.wikidata.org/entity/Q10861377,Point(46.295833 38.026667),2011-11-27T00:00:00Z,http://www.wikidata.org/entity/Q794,,46.295833,38.026667
167,http://www.wikidata.org/entity/Q7693083,Point(-76.3012 36.8842),2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q30,,-76.3012,36.8842
168,http://www.wikidata.org/entity/Q7878065,Point(127.029747 37.757921),2002-04-30T00:00:00Z,http://www.wikidata.org/entity/Q884,,127.029747,37.757921
169,http://www.wikidata.org/entity/Q12135865,Point(37.808 47.9614),2001-01-01T00:00:00Z,http://www.wikidata.org/entity/Q212,,37.808,47.9614
170,http://www.wikidata.org/entity/Q12137653,Point(-3.797161 51.663469),2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q145,,-3.797161,51.663469
171,http://www.wikidata.org/entity/Q7695148,Point(-49.358889 -20.797222),1996-01-01T00:00:00Z,http://www.wikidata.org/entity/Q155,,-49.358889,-20.797222
172,http://www.wikidata.org/entity/Q11287360,Point(126.924678 37.137249),2011-06-10T00:00:00Z,http://www.wikidata.org/entity/Q884,,126.924678,37.137249
173,http://www.wikidata.org/entity/Q7927547,Point(-89.0273 42.3247),2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q30,,-89.0273,42.3247
